공고번호,추정가격,지역제한,종목,특수실적,계약방법,적격평가세부기준,입력일
2503938-01,10742127000,전국/경기,전기,,간이종심제,한국토지주택공사(간이종심제)_별표-1,2026-01-06
R26BK01259585-000,950910000,경기,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-5,2026-01-06
R26BK01260110-000,90900000,서울,전기,,적격심사,행자부_별표-7,2026-01-06
R26BK01260020-001,90900000,서울,전기,,적격심사,행자부_별표-7,2026-01-06
R26BK01259953-000,364081818,경북,통신,,적격심사,행자부_별표-6,2026-01-06
R26BK01260109-000,149200000,전국,"(전기,금속창호지붕)",,적격심사,조달청_별표-4,2026-01-06
R26BK01261013-000,191990910,전남,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-7,2026-01-06
R26BK01260029-000,177027273,전남,전문소방,,적격심사,행자부_별표-7,2026-01-06
R26BK01259804-000,533120000,전남,전기,,적격심사,행자부_별표-5,2026-01-06
R26BK01260310-000,289251819,"경기,구리시",토목/토건,,수의,,2026-01-06
R26BK01259536-000,301000000,"경기,남양주시/경기,양주시/경기,의정부시/경기,포천시",건축/토건,,수의,,2026-01-06
R26BK01258164-000,228142728,"전남,곡성군",건축/토건,,수의,,2026-01-06
R26BK01259290-000,936361819,경기,건축/토건,,적격심사,조달청_별표-3,2026-01-06
R26BK01261138-000,545454545,경기,"(지반조성포장,금속창호지붕)/토목/토건",,적격심사,행자부_별표-5,2026-01-06
R26BK01259637-000,409090909,경기,"토목/토건/(철콘,지반조성포장,상하수도)",,적격심사,행자부_별표-5,2026-01-06
R26BK01259733-000,409090909,경기,"토목/토건/(철콘,지반조성포장,상하수도)",,적격심사,행자부_별표-5,2026-01-06
2026-00027,382790791,대전,토목/토건,,적격심사,국방부_별지-5,2026-01-06
R26BK01258269-000,383023637,대구,건축/토건,,적격심사,조달청_별표-3,2026-01-06
R26BK01257919-000,5542836364,울산,토목/토건,,적격심사,행자부_별표-2,2026-01-06
R26BK01261424-000,1257020000,울산,건축/토건,,적격심사,행자부_별표-4,2026-01-06
R25BK01253235-001,69000000,경북,건축/토건,,적격심사,행자부_별표-7,2026-01-06
R26BK01260676-000,3339730000,경북,토목/토건,,적격심사,행자부_별표-3,2026-01-06
R26BK01260145-000,480500000,충남,지반조성포장/토목/토건,,적격심사,한국농어촌공사_별표-3,2026-01-06
R26BK01259128-000,1142870000,경북,건축/토건,,적격심사,행자부_별표-4,2026-01-06
R25BK01254706-002,1700000000,경기,"(건축,기계가스설비)/(토건,기계가스설비)",,적격심사,조달청_별표-2,2026-01-06
R26BK01259761-000,83650000,울산,"(금속창호지붕,실내건축)",,수의,,2026-01-06
R26BK01259713-000,83650000,울산,도장습식방수석공,,수의,,2026-01-06
R26BK01259830-000,82081818,"전북,익산시",지반조성포장,,수의,,2026-01-06
R26BK01260629-000,89295455,서울,실내건축,,수의,,2026-01-06
B3202600011,195454546,대전,실내건축,"여성기업,장애인기업",수의,,2026-01-06
R26BK01259577-000,33818182,"충남,부여군",철콘,,수의,,2026-01-06
R26BK01259534-000,185500000,"충남,공주시",지반조성포장,,수의,,2026-01-06
R26BK01259527-000,159679091,"충남,공주시",지반조성포장,,수의,,2026-01-06
R26BK01259600-000,56700000,"충남,공주시",지반조성포장,,수의,,2026-01-06
R26BK01259741-000,33800000,"충남,공주시",지반조성포장,,수의,,2026-01-06
R26BK01259663-000,45018182,"충남,부여군",철콘,,수의,,2026-01-06
R26BK01259563-000,45081819,"충남,부여군",철콘,,수의,,2026-01-06
R26BK01259649-000,27209091,"충남,부여군",철콘,,수의,,2026-01-06
R26BK01260909-000,177160000,"인천,강화군",조경식재시설물,,수의,,2026-01-06
R26BK01260878-000,82640000,"인천,강화군",조경식재시설물,,수의,,2026-01-06
R26BK01259259-000,178622728,부산,철콘,,수의,,2026-01-06
R26BK01260853-000,140600000,"인천,강화군",조경식재시설물,,수의,,2026-01-06
R26BK01259936-000,154049091,제주,실내건축,,수의,,2026-01-06
R26BK01260570-000,90000000,"경남,진주시",도장습식방수석공,,수의,,2026-01-06
R26BK01261189-000,90909091,"경기,화성시",지반조성포장,,수의,,2026-01-06
R26BK01261244-000,181818182,"경기,화성시",금속창호지붕,,수의,,2026-01-06
R26BK01258663-001,88636364,"경기,광명시",상하수도,,수의,,2026-01-06
R26BK01261294-000,86363636,"경남,진주시",도장습식방수석공,,수의,,2026-01-06
R26BK01260738-000,86420000,"인천,강화군",조경식재시설물,,수의,,2026-01-06
R26BK01259558-000,81800000,"경기,파주시",철콘,,수의,,2026-01-06
R26BK01259567-000,81800000,"경기,파주시",철콘,,수의,,2026-01-06
R26BK01259570-000,81800000,"경기,파주시",철콘,,수의,,2026-01-06
R26BK01259956-000,118354546,"경기,안양시",지반조성포장,,수의,,2026-01-06
R26BK01260004-002,26070000,"경기,남양주시",지반조성포장/도장습식방수석공,,수의,,2026-01-06
R26BK01259739-000,118354546,"경기,안양시",지반조성포장,,수의,,2026-01-06
R26BK01260808-000,86450000,"인천,강화군",조경식재시설물,,수의,,2026-01-06
R26BK01259700-001,81818182,"경기,남양주시",지반조성포장,,수의,,2026-01-06
R26BK01259735-001,81818182,"경기,남양주시",지반조성포장,,수의,,2026-01-06
R26BK01260769-000,131610000,"인천,강화군",조경식재시설물,,수의,,2026-01-06
R26BK01258334-000,81818182,"경기,남양주시",상하수도,장비[하수관로준설차량],수의,,2026-01-06
R26BK01258738-000,81818182,"경기,남양주시",상하수도,장비[하수관로준설차량],수의,,2026-01-06
R26BK01258928-000,81818182,"경기,남양주시",상하수도,장비[하수관로준설차량],수의,,2026-01-06
R26BK01260865-000,90727601,"경기,수원시",상하수도,,수의,,2026-01-06
R26BK01260923-000,90727601,"경기,수원시",상하수도,,수의,,2026-01-06
R26BK01259308-000,82545455,대전,실내건축,,수의,,2026-01-06
R26BK01259691-000,83650000,울산,도장습식방수석공,,수의,,2026-01-06
R26BK01261043-000,127272727,"경남,거제시",금속창호지붕,,수의,,2026-01-06
R26BK01259972-000,147250909,충남,실내건축,,수의,,2026-01-06
R26BK01258280-000,22436364,"전남,곡성군",철콘,,수의,,2026-01-06
R26BK01258255-000,83700000,"전남,곡성군",지반조성포장,,수의,,2026-01-06
R26BK01261024-000,144734545,전남,실내건축,,수의,,2026-01-06
R26BK01259675-000,67800000,"충남,부여군",철콘,,수의,,2026-01-06
R26BK01259833-000,162040000,"전남,순천시",실내건축,,수의,,2026-01-06
R26BK01260812-000,162801819,광주광역시,지반조성포장,,수의,,2026-01-06
R26BK01259441-001,179472728,"충남,서산시",도장습식방수석공,,수의,,2026-01-06
R26BK01259449-001,199972727,"충남,서산시",도장습식방수석공,,수의,,2026-01-06
R26BK01259757-000,111636365,"경기,안성시/경기,평택시",실내건축,,수의,,2026-01-06
R26BK01258072-002,75019091,전국,실내건축,,수의,,2026-01-06
R26BK01259764-000,46690909,"충남,서산시",도장습식방수석공,,수의,,2026-01-06
R26BK01260031-000,30618182,"충남,논산시",철콘,,수의,,2026-01-06
R26BK01261366-000,192617273,"충남,서산시",실내건축,,수의,,2026-01-06
R26BK01261177-000,195541182,"경기,수원시","(도장습식방수석공,금속창호지붕)",,수의,,2026-01-06
R26BK01259732-000,60732728,"충남,서산시",도장습식방수석공,,수의,,2026-01-06
R26BK01259826-000,82577273,대구,도장습식방수석공,,수의,,2026-01-06
R26BK01259976-000,35354545,"충남,논산시",철콘,,수의,,2026-01-06
R26BK01261196-000,128450000,인천,실내건축,,수의,,2026-01-06
R25BK01252439-000,178564545,경기,"(도장습식방수석공,철강구조물)",,수의,,2026-01-06
R26BK01258483-000,74454546,"경북,경주시",금속창호지붕,,수의,,2026-01-06
R26BK01258462-000,58636364,"경북,경주시",도장습식방수석공,,수의,,2026-01-06
R26BK01260693-000,47790910,"경남,창원시",지반조성포장,,수의,,2026-01-06
R26BK01259900-000,33086364,"충남,서산시",도장습식방수석공,,수의,,2026-01-06
R25BK01252291-001,115770000,"충남,당진시",비계구조,,수의,,2026-01-06
R26BK01260178-000,47454546,"경북,영덕군",조경식재시설물,,수의,,2026-01-06
R26BK01259090-000,65017273,"강원,화천군",기계가스설비,,수의,,2026-01-06
R26BK01260487-000,201350000,인천,조경식재시설물,,적격심사,행자부_별표-6,2026-01-06
R26BK01260708-000,248860000,인천,조경식재시설물,,적격심사,행자부_별표-6,2026-01-06
R26BK01260641-000,377210000,인천,조경식재시설물,,적격심사,행자부_별표-6,2026-01-06
202600065,707272727,광주광역시/전북/전남,지반조성포장,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-06
E062600002,428526500,전국,기계가스설비/도장습식방수석공,특수실적,적격심사,국방부_별지-5,2026-01-06
202600066,605650000,경남/전북/전남,지반조성포장,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-06
R26BK01261044-000,545454546,울산,조경식재시설물,,적격심사,행자부_별표-5,2026-01-06
2025123105,266144457,충남/전북,기계가스설비,,적격심사,한국가스공사_별지-6,2026-01-06
202600062,643636364,광주광역시/전남,지반조성포장,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-06
R26BK01257447-000,554270000,충남,도장습식방수석공,,적격심사,행자부_별표-5,2026-01-06
R26BK01260807-000,84970000,서울,실내건축,,적격심사,조달청_별표-5,2026-01-06
E022600004,955900000,인천,기계가스설비,,적격심사,조달청_별표-3,2026-01-06
R26BK01259480-001,280090909,충남,도장습식방수석공,,적격심사,행자부_별표-6,2026-01-06
R26BK01259485-001,279654546,충남,도장습식방수석공,,적격심사,행자부_별표-6,2026-01-06
R26BK01259490-002,220972728,충남,도장습식방수석공,,적격심사,행자부_별표-6,2026-01-06
R26BK01259460-000,407040000,경북,기계가스설비,,적격심사,행자부_별표-5,2026-01-06
R26BK01259528-000,15625455,"경기,안성시",전기,,수의,,2026-01-06
R26BK01259531-000,15625455,"경기,안성시",전기,,수의,,2026-01-06
R26BK01260118-000,15625455,"경기,안성시",전기,,수의,,2026-01-06
R26BK01259682-000,34197273,"충남,서천군",전기,,수의,,2026-01-06
R26BK01260856-000,51500000,경남,통신,,수의,,2026-01-06
R26BK01261258-000,63636363,"충남,보령시",전기,장비[고소작업용특장차],수의,,2026-01-06
R26BK01261101-000,57370000,"충북,청주시",통신,,수의,,2026-01-06
R26BK01258271-000,840585455,전남,"(토목,건축)/토건",,적격심사,한국농어촌공사_별표-3,2026-01-06
R26BK01259473-000,90740000,"경기,수원시",상하수도,,수의,,2026-01-06
R26BK01259479-000,90740000,"경기,수원시",상하수도,,수의,,2026-01-06
R26BK01257306-001,63636364,"경기,포천시","(도장습식방수석공,금속창호지붕)",,수의,,2026-01-06
R26BK01260600-000,107296363,"강원,춘천시",실내건축,,수의,,2026-01-06
R26BK01260404-000,106465000,"경기,용인시",실내건축,,수의,,2026-01-06
R26BK01260563-000,69515454,"충남,금산군",기계가스설비,,수의,,2026-01-06
R26BK01259929-000,171987273,서울,실내건축,,수의,,2026-01-06
R26BK01260815-000,59800000,"경남,남해군",실내건축,,수의,,2026-01-06
R26BK01261046-000,399640000,제주,기계가스설비,,적격심사,행자부_별표-6,2026-01-06
R26BK01260585-000,40909091,"경기,군포시",전기,,수의,,2026-01-06
R26BK01260700-000,45454545,"경기,군포시",전기,,수의,,2026-01-06
R26BK01261215-000,227272728,경북,전기,,적격심사,행자부_별표-6,2026-01-06
R26BK01261060-000,292510000,충북,전기,,적격심사,행자부_별표-6,2026-01-06
R26BK01259725-000,792960000,경북,전기,,적격심사,행자부_별표-5,2026-01-06
R26BK01259726-000,924790000,경남,전기,,적격심사,행자부_별표-5,2026-01-06
R26BK01260047-000,2546500000,전국/경남,전기,,적격심사,행자부_별표-4,2026-01-06
R26BK01260243-000,207100000,전북,전기,,적격심사,조달청_별표-4,2026-01-07
R26BK01261664-000,57710000,"경기,안양시",전기,,수의,,2026-01-07
R26BK01262401-000,36363636,"경기,남양주시",전기,,수의,,2026-01-07
R26BK01261834-000,118389091,서울,전기,,수의,,2026-01-07
R26BK01262642-000,74181819,"충북,증평군",전기,,수의,,2026-01-07
R26BK01263128-000,49481818,"경기,수원시",전기,,수의,,2026-01-07
R26BK01263134-000,72727273,"경기,구리시",전기,,수의,,2026-01-07
R26BK01262795-000,45454546,"전북,군산시",전기,,수의,,2026-01-07
R26BK01261455-000,90818182,"경기,시흥시",전기,,수의,,2026-01-07
R26BK01263120-000,54545454,"전북,익산시",전기,,수의,,2026-01-07
R26BK01262904-000,118181819,서울,전기,,수의,,2026-01-07
R26BK01262980-000,118181819,서울,전기,,수의,,2026-01-07
R26BK01261216-000,43624545,"경남,양산시",전기,,수의,,2026-01-07
R26BK01262834-000,45454546,"전북,군산시",전기,,수의,,2026-01-07
R26BK01263249-000,81818182,"경기,구리시",전기,,수의,,2026-01-07
R26BK01262413-000,52879091,"경기,부천시",전기,,수의,,2026-01-07
R26BK01262712-000,55411819,"경기,부천시",전기,,수의,,2026-01-07
R26BK01262318-000,80000000,"경기,남양주시",전기,,수의,,2026-01-07
R26BK01261731-000,72727273,"경기,동두천시",전기,,수의,,2026-01-07
R26BK01261750-000,72727273,"경기,동두천시",전기,,수의,,2026-01-07
R26BK01260784-000,26582728,"충남,홍성군",전기,,수의,,2026-01-07
R26BK01261885-000,57450000,"경남,거제시",전기,,수의,,2026-01-07
R26BK01262063-000,54545455,"충남,공주시",전기,,수의,,2026-01-07
R26BK01261647-000,44290909,"경북,구미시",전기,,수의,,2026-01-07
R26BK01262044-000,154560000,"경기,수원시",전기,,수의,,2026-01-07
R26BK01262451-000,50295455,충남,전기,,수의,,2026-01-07
R26BK01262789-000,36530000,"경북,구미시",전기,,수의,,2026-01-07
R26BK01263131-000,28683636,"전북,익산시",전기,,수의,,2026-01-07
R26BK01263231-000,93158182,"강원,원주시",전기,,수의,,2026-01-07
R26BK01261581-001,159382727,"충남,서산시",전기,,수의,,2026-01-07
R26BK01260471-000,140290000,"경기,수원시","전문소방/(전기소방,기계소방)",,수의,,2026-01-07
R26BK01262737-000,17220000,"경북,구미시",전기,,수의,,2026-01-07
R26BK01260701-000,36679091,"전북,남원시",통신,,수의,,2026-01-07
R26BK01261971-000,113668182,"경기,수원시",전기,,수의,,2026-01-07
R26BK01262170-001,108600000,"경기,군포시/경기,의왕시",통신,,수의,,2026-01-07
R26BK01262968-000,55369000,전북,전기,,수의,,2026-01-07
R26BK01261784-000,36363636,"경기,군포시",전기,,수의,,2026-01-07
R26BK01263413-000,83600000,"경북,청도군",전기,,수의,,2026-01-07
R26BK01263422-000,31900000,"경북,청도군",통신,,수의,,2026-01-07
R26BK01262773-000,43460000,"경북,구미시",전기,,수의,,2026-01-07
R26BK01262586-000,68778182,"충북,보은군",전기,,수의,,2026-01-07
E012509198,1284207118,전국,"(전기,지반조성포장)",배전지중_준공금액,적격심사,한국전력공사(배전)_50억미만,2026-01-07
R26BK01262776-000,654660910,전국,전문소방,,적격심사,행자부_별표-5,2026-01-07
R26BK01261608-000,236220000,전북,전기,,적격심사,행자부_별표-6,2026-01-07
E012509165-2,276151272,충북,전기,배전지중_준공금액,적격심사,한국전력공사(배전)_3억미만,2026-01-07
E012600045,261328504,제주,전기,무정전_준공금액,적격심사,한국전력공사(배전)_3억미만,2026-01-07
R26BK01262793-000,403140000,부산,건축/토건,,적격심사,조달청_별표-3,2026-01-07
R26BK01260142-000,497411819,전북,건축/토건,,적격심사,조달청_별표-3,2026-01-07
R26BK01263071-000,294109091,"경기,안성시/경기,용인시/경기,이천시/경기,평택시",건축/토건,,수의,,2026-01-07
